id,year,revtotal,member,overallaccountscore,activitysum,revperstudent,diststudachievescore,diststudentgrowthscore,pctlep,pctwhite,pctswd,pctecondisad,insttype,largegroupby,groupbyvalue,groupcount,studentcount,schoolname,initenroll,instloc,instlevel
2296,2017-18,33557037.2,2426,83.8,1866541,13832.2494641385,83.2,72.7,0.064,0.743,0.11,0.222,Public,All Students,All Students,189,9,Greendale High,First Fall,Out-of-State,4-Year
2296,2017-18,33557037.2,2426,83.8,1866541,13832.2494641385,83.2,72.7,0.064,0.743,0.11,0.222,Public,All Students,All Students,189,2,Greendale High,First Fall,Out-of-State,Multiple
2296,2017-18,33557037.2,2426,83.8,1866541,13832.2494641385,83.2,72.7,0.064,0.743,0.11,0.222,Public,All Students,All Students,189,1,Greendale High,Later Enrollment,Out-of-State,4-Year
2296,2017-18,33557037.2,2426,83.8,1866541,13832.2494641385,83.2,72.7,0.064,0.743,0.11,0.222,Public,All Students,All Students,189,5,Greendale High,Second Fall,In-State,2-Year
2303,2017-18,45898486.98,3432,68.9,1059218,13373.685017482516,60.3,67,0.073,0.56,0.12,0.422,Public,All Students,All Students,176,28,Greenfield High,First Fall,In-State,2-Year
2303,2017-18,45898486.98,3432,68.9,1059218,13373.685017482516,60.3,67,0.073,0.56,0.12,0.422,Public,All Students,All Students,176,62,Greenfield High,First Fall,In-State,4-Year
2303,2017-18,45898486.98,3432,68.9,1059218,13373.685017482516,60.3,67,0.073,0.56,0.12,0.422,Public,All Students,All Students,176,10,Greenfield High,First Fall,In-State,Multiple
2303,2017-18,45898486.98,3432,68.9,1059218,13373.685017482516,60.3,67,0.073,0.56,0.12,0.422,Public,All Students,All Students,176,1,Greenfield High,First Fall,Multiple,2-Year
2303,2017-18,45898486.98,3432,68.9,1059218,13373.685017482516,60.3,67,0.073,0.56,0.12,0.422,Public,All Students,All Students,176,2,Greenfield High,First Fall,Multiple,4-Year
2303,2017-18,45898486.98,3432,68.9,1059218,13373.685017482516,60.3,67,0.073,0.56,0.12,0.422,Public,All Students,All Students,176,8,Greenfield High,First Fall,Multiple,Multiple
2303,2017-18,45898486.98,3432,68.9,1059218,13373.685017482516,60.3,67,0.073,0.56,0.12,0.422,Public,All Students,All Students,176,3,Greenfield High,First Fall,Out-of-State,4-Year
2303,2017-18,45898486.98,3432,68.9,1059218,13373.685017482516,60.3,67,0.073,0.56,0.12,0.422,Public,All Students,All Students,176,2,Greenfield High,First Fall,Out-of-State,Multiple
2303,2017-18,45898486.98,3432,68.9,1059218,13373.685017482516,60.3,67,0.073,0.56,0.12,0.422,Public,All Students,All Students,176,6,Greenfield High,Later Enrollment,In-State,2-Year
2303,2017-18,45898486.98,3432,68.9,1059218,13373.685017482516,60.3,67,0.073,0.56,0.12,0.422,Public,All Students,All Students,176,1,Greenfield High,Later Enrollment,In-State,4-Year
2303,2017-18,45898486.98,3432,68.9,1059218,13373.685017482516,60.3,67,0.073,0.56,0.12,0.422,Public,All Students,All Students,176,13,Greenfield High,Second Fall,In-State,2-Year
2303,2017-18,45898486.98,3432,68.9,1059218,13373.685017482516,60.3,67,0.073,0.56,0.12,0.422,Public,All Students,All Students,176,1,Greenfield High,Second Fall,In-State,4-Year
2394,2017-18,6468001.09,427,78.6,444602,15147.543536299765,64.6,85.1,0.005,0.918,0.123,0.521,Public,All Students,All Students,33,12,Greenwood High,First Fall,In-State,2-Year
2394,2017-18,6468001.09,427,78.6,444602,15147.543536299765,64.6,85.1,0.005,0.918,0.123,0.521,Public,All Students,All Students,33,11,Greenwood High,First Fall,In-State,4-Year
2394,2017-18,6468001.09,427,78.6,444602,15147.543536299765,64.6,85.1,0.005,0.918,0.123,0.521,Public,All Students,All Students,33,4,Greenwood High,First Fall,In-State,Multiple
2394,2017-18,6468001.09,427,78.6,444602,15147.543536299765,64.6,85.1,0.005,0.918,0.123,0.521,Public,All Students,All Students,33,1,Greenwood High,First Fall,Multiple,4-Year
2394,2017-18,6468001.09,427,78.6,444602,15147.543536299765,64.6,85.1,0.005,0.918,0.123,0.521,Public,All Students,All Students,33,2,Greenwood High,Second Fall,In-State,2-Year
2394,2017-18,6468001.09,427,78.6,444602,15147.543536299765,64.6,85.1,0.005,0.918,0.123,0.521,Public,All Students,All Students,33,1,Greenwood High,Second Fall,Out-of-State,4-Year
2415,2017-18,4370347.39,270,65.9,329088,16186.471814814813,51,57.5,0,0.49,0.177,0.567,Public,All Students,All Students,13,1,Gresham High,First Fall,In-State,2-Year
2415,2017-18,4370347.39,270,65.9,329088,16186.471814814813,51,57.5,0,0.49,0.177,0.567,Public,All Students,All Students,13,3,Gresham High,First Fall,In-State,4-Year
2415,2017-18,4370347.39,270,65.9,329088,16186.471814814813,51,57.5,0,0.49,0.177,0.567,Public,All Students,All Students,13,3,Gresham High,First Fall,In-State,Multiple
2415,2017-18,4370347.39,270,65.9,329088,16186.471814814813,51,57.5,0,0.49,0.177,0.567,Public,All Students,All Students,13,1,Gresham High,Second Fall,In-State,2-Year
2420,2017-18,56936252.51,4853,89.3,1494101.76,11732.176490830414,92.2,71.8,0.014,0.81,0.095,0.119,Public,All Students,All Students,280,27,Hamilton High,First Fall,In-State,2-Year
2420,2017-18,56936252.51,4853,89.3,1494101.76,11732.176490830414,92.2,71.8,0.014,0.81,0.095,0.119,Public,All Students,All Students,280,95,Hamilton High,First Fall,In-State,4-Year
2420,2017-18,56936252.51,4853,89.3,1494101.76,11732.176490830414,92.2,71.8,0.014,0.81,0.095,0.119,Public,All Students,All Students,280,15,Hamilton High,First Fall,In-State,Multiple
2420,2017-18,56936252.51,4853,89.3,1494101.76,11732.176490830414,92.2,71.8,0.014,0.81,0.095,0.119,Public,All Students,All Students,280,14,Hamilton High,First Fall,Multiple,4-Year
2420,2017-18,56936252.51,4853,89.3,1494101.76,11732.176490830414,92.2,71.8,0.014,0.81,0.095,0.119,Public,All Students,All Students,280,19,Hamilton High,First Fall,Multiple,Multiple
2420,2017-18,56936252.51,4853,89.3,1494101.76,11732.176490830414,92.2,71.8,0.014,0.81,0.095,0.119,Public,All Students,All Students,280,19,Hamilton High,First Fall,Out-of-State,4-Year
2420,2017-18,56936252.51,4853,89.3,1494101.76,11732.176490830414,92.2,71.8,0.014,0.81,0.095,0.119,Public,All Students,All Students,280,2,Hamilton High,First Fall,Out-of-State,Multiple
2420,2017-18,56936252.51,4853,89.3,1494101.76,11732.176490830414,92.2,71.8,0.014,0.81,0.095,0.119,Public,All Students,All Students,280,4,Hamilton High,Later Enrollment,In-State,2-Year
2420,2017-18,56936252.51,4853,89.3,1494101.76,11732.176490830414,92.2,71.8,0.014,0.81,0.095,0.119,Public,All Students,All Students,280,2,Hamilton High,Later Enrollment,Out-of-State,4-Year
2420,2017-18,56936252.51,4853,89.3,1494101.76,11732.176490830414,92.2,71.8,0.014,0.81,0.095,0.119,Public,All Students,All Students,280,10,Hamilton High,Second Fall,In-State,2-Year
2420,2017-18,56936252.51,4853,89.3,1494101.76,11732.176490830414,92.2,71.8,0.014,0.81,0.095,0.119,Public,All Students,All Students,280,3,Hamilton High,Second Fall,In-State,4-Year
2420,2017-18,56936252.51,4853,89.3,1494101.76,11732.176490830414,92.2,71.8,0.014,0.81,0.095,0.119,Public,All Students,All Students,280,1,Hamilton High,Second Fall,In-State,Multiple
2436,2017-18,20725997.36,1514,67,1790309,13689.562324966975,64.4,,0.009,0.878,0.13,0.206,Public,All Students,All Students,222,45,Hartford High,First Fall,In-State,2-Year
2436,2017-18,20725997.36,1514,67,1790309,13689.562324966975,64.4,,0.009,0.878,0.13,0.206,Public,All Students,All Students,222,72,Hartford High,First Fall,In-State,4-Year
2436,2017-18,20725997.36,1514,67,1790309,13689.562324966975,64.4,,0.009,0.878,0.13,0.206,Public,All Students,All Students,222,8,Hartford High,First Fall,In-State,Multiple
2436,2017-18,20725997.36,1514,67,1790309,13689.562324966975,64.4,,0.009,0.878,0.13,0.206,Public,All Students,All Students,222,1,Hartford High,First Fall,Multiple,2-Year
2436,2017-18,20725997.36,1514,67,1790309,13689.562324966975,64.4,,0.009,0.878,0.13,0.206,Public,All Students,All Students,222,4,Hartford High,First Fall,Multiple,4-Year
2436,2017-18,20725997.36,1514,67,1790309,13689.562324966975,64.4,,0.009,0.878,0.13,0.206,Public,All Students,All Students,222,15,Hartford High,First Fall,Multiple,Multiple
2436,2017-18,20725997.36,1514,67,1790309,13689.562324966975,64.4,,0.009,0.878,0.13,0.206,Public,All Students,All Students,222,5,Hartford High,First Fall,Out-of-State,4-Year
2436,2017-18,20725997.36,1514,67,1790309,13689.562324966975,64.4,,0.009,0.878,0.13,0.206,Public,All Students,All Students,222,1,Hartford High,First Fall,Out-of-State,Multiple
2436,2017-18,20725997.36,1514,67,1790309,13689.562324966975,64.4,,0.009,0.878,0.13,0.206,Public,All Students,All Students,222,5,Hartford High,Later Enrollment,In-State,2-Year
2436,2017-18,20725997.36,1514,67,1790309,13689.562324966975,64.4,,0.009,0.878,0.13,0.206,Public,All Students,All Students,222,1,Hartford High,Later Enrollment,Out-of-State,2-Year
2436,2017-18,20725997.36,1514,67,1790309,13689.562324966975,64.4,,0.009,0.878,0.13,0.206,Public,All Students,All Students,222,2,Hartford High,Later Enrollment,Out-of-State,4-Year
2436,2017-18,20725997.36,1514,67,1790309,13689.562324966975,64.4,,0.009,0.878,0.13,0.206,Public,All Students,All Students,222,6,Hartford High,Second Fall,In-State,2-Year
2436,2017-18,20725997.36,1514,67,1790309,13689.562324966975,64.4,,0.009,0.878,0.13,0.206,Public,All Students,All Students,222,2,Hartford High,Second Fall,In-State,4-Year
2436,2017-18,20725997.36,1514,67,1790309,13689.562324966975,64.4,,0.009,0.878,0.13,0.206,Public,All Students,All Students,222,2,Hartford High,Second Fall,Out-of-State,4-Year
2478,2017-18,25366049.97,1812,73.8,909329,13998.92382450331,67,71.7,0.004,0.645,0.177,0.559,Public,All Students,All Students,8,4,Hayward Ctr for Individualized Learning,First Fall,In-State,2-Year
2478,2017-18,25366049.97,1812,73.8,909329,13998.92382450331,67,71.7,0.004,0.645,0.177,0.559,Public,All Students,All Students,8,2,Hayward Ctr for Individualized Learning,First Fall,In-State,4-Year
2478,2017-18,25366049.97,1812,73.8,909329,13998.92382450331,67,71.7,0.004,0.645,0.177,0.559,Public,All Students,All Students,8,1,Hayward Ctr for Individualized Learning,First Fall,Out-of-State,2-Year
2478,2017-18,25366049.97,1812,73.8,909329,13998.92382450331,67,71.7,0.004,0.645,0.177,0.559,Public,All Students,All Students,78,17,Hayward High,First Fall,In-State,2-Year
2478,2017-18,25366049.97,1812,73.8,909329,13998.92382450331,67,71.7,0.004,0.645,0.177,0.559,Public,All Students,All Students,78,14,Hayward High,First Fall,In-State,4-Year
2478,2017-18,25366049.97,1812,73.8,909329,13998.92382450331,67,71.7,0.004,0.645,0.177,0.559,Public,All Students,All Students,78,7,Hayward High,First Fall,In-State,Multiple
2478,2017-18,25366049.97,1812,73.8,909329,13998.92382450331,67,71.7,0.004,0.645,0.177,0.559,Public,All Students,All Students,78,2,Hayward High,First Fall,Multiple,4-Year
2478,2017-18,25366049.97,1812,73.8,909329,13998.92382450331,67,71.7,0.004,0.645,0.177,0.559,Public,All Students,All Students,78,3,Hayward High,First Fall,Multiple,Multiple
2478,2017-18,25366049.97,1812,73.8,909329,13998.92382450331,67,71.7,0.004,0.645,0.177,0.559,Public,All Students,All Students,78,2,Hayward High,First Fall,Out-of-State,2-Year
2478,2017-18,25366049.97,1812,73.8,909329,13998.92382450331,67,71.7,0.004,0.645,0.177,0.559,Public,All Students,All Students,78,8,Hayward High,First Fall,Out-of-State,4-Year
2478,2017-18,25366049.97,1812,73.8,909329,13998.92382450331,67,71.7,0.004,0.645,0.177,0.559,Public,All Students,All Students,78,2,Hayward High,First Fall,Out-of-State,Multiple
2478,2017-18,25366049.97,1812,73.8,909329,13998.92382450331,67,71.7,0.004,0.645,0.177,0.559,Public,All Students,All Students,78,1,Hayward High,Later Enrollment,In-State,2-Year
2478,2017-18,25366049.97,1812,73.8,909329,13998.92382450331,67,71.7,0.004,0.645,0.177,0.559,Public,All Students,All Students,78,5,Hayward High,Second Fall,In-State,2-Year
2478,2017-18,25366049.97,1812,73.8,909329,13998.92382450331,67,71.7,0.004,0.645,0.177,0.559,Public,All Students,All Students,78,1,Hayward High,Second Fall,In-State,4-Year
2527,2017-18,4569691.1,311,67.2,318315,14693.540514469452,62.8,63.2,0.013,0.932,0.151,0.238,Public,All Students,All Students,10,5,Highland Community High,First Fall,In-State,2-Year
2527,2017-18,4569691.1,311,67.2,318315,14693.540514469452,62.8,63.2,0.013,0.932,0.151,0.238,Public,All Students,All Students,10,1,Highland Community High,First Fall,In-State,4-Year
2527,2017-18,4569691.1,311,67.2,318315,14693.540514469452,62.8,63.2,0.013,0.932,0.151,0.238,Public,All Students,All Students,10,1,Highland Community High,First Fall,In-State,Multiple
2527,2017-18,4569691.1,311,67.2,318315,14693.540514469452,62.8,63.2,0.013,0.932,0.151,0.238,Public,All Students,All Students,10,1,Highland Community High,First Fall,Multiple,4-Year
2527,2017-18,4569691.1,311,67.2,318315,14693.540514469452,62.8,63.2,0.013,0.932,0.151,0.238,Public,All Students,All Students,10,1,Highland Community High,First Fall,Out-of-State,4-Year
2534,2017-18,6508435.93,457,73.5,452793,14241.654113785557,73.9,66,0.095,0.821,0.129,0.278,Public,All Students,All Students,17,5,Hilbert High,First Fall,In-State,2-Year
2534,2017-18,6508435.93,457,73.5,452793,14241.654113785557,73.9,66,0.095,0.821,0.129,0.278,Public,All Students,All Students,17,5,Hilbert High,First Fall,In-State,4-Year
2534,2017-18,6508435.93,457,73.5,452793,14241.654113785557,73.9,66,0.095,0.821,0.129,0.278,Public,All Students,All Students,17,2,Hilbert High,First Fall,In-State,Multiple
2534,2017-18,6508435.93,457,73.5,452793,14241.654113785557,73.9,66,0.095,0.821,0.129,0.278,Public,All Students,All Students,17,1,Hilbert High,Second Fall,In-State,2-Year
2541,2017-18,8053282.49,541,61.1,522197,14885.919574861367,60.6,48.9,0.007,0.918,0.14,0.475,Public,All Students,All Students,23,7,Hillsboro High,First Fall,In-State,2-Year
2541,2017-18,8053282.49,541,61.1,522197,14885.919574861367,60.6,48.9,0.007,0.918,0.14,0.475,Public,All Students,All Students,23,10,Hillsboro High,First Fall,In-State,4-Year
2541,2017-18,8053282.49,541,61.1,522197,14885.919574861367,60.6,48.9,0.007,0.918,0.14,0.475,Public,All Students,All Students,23,2,Hillsboro High,First Fall,In-State,Multiple
2541,2017-18,8053282.49,541,61.1,522197,14885.919574861367,60.6,48.9,0.007,0.918,0.14,0.475,Public,All Students,All Students,23,1,Hillsboro High,First Fall,Multiple,Multiple
2562,2017-18,56548820.78,4160,78.5,2719530,13593.466533653846,76.1,69.9,0.049,0.862,0.129,0.241,Public,All Students,All Students,204,54,Holmen High,First Fall,In-State,2-Year
2562,2017-18,56548820.78,4160,78.5,2719530,13593.466533653846,76.1,69.9,0.049,0.862,0.129,0.241,Public,All Students,All Students,204,50,Holmen High,First Fall,In-State,4-Year
2562,2017-18,56548820.78,4160,78.5,2719530,13593.466533653846,76.1,69.9,0.049,0.862,0.129,0.241,Public,All Students,All Students,204,6,Holmen High,First Fall,In-State,Multiple
2562,2017-18,56548820.78,4160,78.5,2719530,13593.466533653846,76.1,69.9,0.049,0.862,0.129,0.241,Public,All Students,All Students,204,4,Holmen High,First Fall,Multiple,2-Year
2562,2017-18,56548820.78,4160,78.5,2719530,13593.466533653846,76.1,69.9,0.049,0.862,0.129,0.241,Public,All Students,All Students,204,5,Holmen High,First Fall,Multiple,4-Year
2562,2017-18,56548820.78,4160,78.5,2719530,13593.466533653846,76.1,69.9,0.049,0.862,0.129,0.241,Public,All Students,All Students,204,10,Holmen High,First Fall,Multiple,Multiple
2562,2017-18,56548820.78,4160,78.5,2719530,13593.466533653846,76.1,69.9,0.049,0.862,0.129,0.241,Public,All Students,All Students,204,27,Holmen High,First Fall,Out-of-State,4-Year
2562,2017-18,56548820.78,4160,78.5,2719530,13593.466533653846,76.1,69.9,0.049,0.862,0.129,0.241,Public,All Students,All Students,204,5,Holmen High,First Fall,Out-of-State,Multiple
2562,2017-18,56548820.78,4160,78.5,2719530,13593.466533653846,76.1,69.9,0.049,0.862,0.129,0.241,Public,All Students,All Students,204,7,Holmen High,Later Enrollment,In-State,2-Year
2562,2017-18,56548820.78,4160,78.5,2719530,13593.466533653846,76.1,69.9,0.049,0.862,0.129,0.241,Public,All Students,All Students,204,1,Holmen High,Later Enrollment,In-State,4-Year
2562,2017-18,56548820.78,4160,78.5,2719530,13593.466533653846,76.1,69.9,0.049,0.862,0.129,0.241,Public,All Students,All Students,204,1,Holmen High,Later Enrollment,Out-of-State,2-Year
2562,2017-18,56548820.78,4160,78.5,2719530,13593.466533653846,76.1,69.9,0.049,0.862,0.129,0.241,Public,All Students,All Students,204,1,Holmen High,Later Enrollment,Out-of-State,4-Year
2562,2017-18,56548820.78,4160,78.5,2719530,13593.466533653846,76.1,69.9,0.049,0.862,0.129,0.241,Public,All Students,All Students,204,12,Holmen High,Second Fall,In-State,2-Year
2562,2017-18,56548820.78,4160,78.5,2719530,13593.466533653846,76.1,69.9,0.049,0.862,0.129,0.241,Public,All Students,All Students,204,2,Holmen High,Second Fall,In-State,Multiple
2562,2017-18,56548820.78,4160,78.5,2719530,13593.466533653846,76.1,69.9,0.049,0.862,0.129,0.241,Public,All Students,All Students,204,2,Holmen High,Second Fall,Multiple,Multiple
2562,2017-18,56548820.78,4160,78.5,2719530,13593.466533653846,76.1,69.9,0.049,0.862,0.129,0.241,Public,All Students,All Students,204,1,Holmen High,Second Fall,Out-of-State,2-Year
2576,2017-18,10878340.4,828,73.2,502524,13138.0922705314,68.7,76.5,0.023,0.85,0.16,0.316,Public,All Students,All Students,32,6,Horicon High School,First Fall,In-State,2-Year
2576,2017-18,10878340.4,828,73.2,502524,13138.0922705314,68.7,76.5,0.023,0.85,0.16,0.316,Public,All Students,All Students,32,9,Horicon High School,First Fall,In-State,4-Year
2576,2017-18,10878340.4,828,73.2,502524,13138.0922705314,68.7,76.5,0.023,0.85,0.16,0.316,Public,All Students,All Students,32,3,Horicon High School,First Fall,In-State,Multiple
2576,2017-18,10878340.4,828,73.2,502524,13138.0922705314,68.7,76.5,0.023,0.85,0.16,0.316,Public,All Students,All Students,32,1,Horicon High School,First Fall,Multiple,Multiple
2576,2017-18,10878340.4,828,73.2,502524,13138.0922705314,68.7,76.5,0.023,0.85,0.16,0.316,Public,All Students,All Students,32,1,Horicon High School,First Fall,Out-of-State,4-Year
2576,2017-18,10878340.4,828,73.2,502524,13138.0922705314,68.7,76.5,0.023,0.85,0.16,0.316,Public,All Students,All Students,32,1,Horicon High School,First Fall,Out-of-State,Multiple
2576,2017-18,10878340.4,828,73.2,502524,13138.0922705314,68.7,76.5,0.023,0.85,0.16,0.316,Public,All Students,All Students,32,1,Horicon High School,Later Enrollment,In-State,2-Year
2576,2017-18,10878340.4,828,73.2,502524,13138.0922705314,68.7,76.5,0.023,0.85,0.16,0.316,Public,All Students,All Students,32,1,Horicon High School,Second Fall,In-State,2-Year
2576,2017-18,10878340.4,828,73.2,502524,13138.0922705314,68.7,76.5,0.023,0.85,0.16,0.316,Public,All Students,All Students,32,1,Horicon High School,Second Fall,In-State,4-Year
2583,2017-18,44783286.52,3859,81,2028452,11604.894148743198,74.6,65.1,0.022,0.913,0.127,0.118,Public,All Students,All Students,203,37,Hortonville High,First Fall,In-State,2-Year
2583,2017-18,44783286.52,3859,81,2028452,11604.894148743198,74.6,65.1,0.022,0.913,0.127,0.118,Public,All Students,All Students,203,72,Hortonville High,First Fall,In-State,4-Year
2583,2017-18,44783286.52,3859,81,2028452,11604.894148743198,74.6,65.1,0.022,0.913,0.127,0.118,Public,All Students,All Students,203,15,Hortonville High,First Fall,In-State,Multiple
2583,2017-18,44783286.52,3859,81,2028452,11604.894148743198,74.6,65.1,0.022,0.913,0.127,0.118,Public,All Students,All Students,203,2,Hortonville High,First Fall,Multiple,2-Year
2583,2017-18,44783286.52,3859,81,2028452,11604.894148743198,74.6,65.1,0.022,0.913,0.127,0.118,Public,All Students,All Students,203,1,Hortonville High,First Fall,Multiple,4-Year
2583,2017-18,44783286.52,3859,81,2028452,11604.894148743198,74.6,65.1,0.022,0.913,0.127,0.118,Public,All Students,All Students,203,15,Hortonville High,First Fall,Multiple,Multiple
2583,2017-18,44783286.52,3859,81,2028452,11604.894148743198,74.6,65.1,0.022,0.913,0.127,0.118,Public,All Students,All Students,203,12,Hortonville High,First Fall,Out-of-State,4-Year
2583,2017-18,44783286.52,3859,81,2028452,11604.894148743198,74.6,65.1,0.022,0.913,0.127,0.118,Public,All Students,All Students,203,1,Hortonville High,First Fall,Out-of-State,Multiple
2583,2017-18,44783286.52,3859,81,2028452,11604.894148743198,74.6,65.1,0.022,0.913,0.127,0.118,Public,All Students,All Students,203,7,Hortonville High,Later Enrollment,In-State,2-Year
2583,2017-18,44783286.52,3859,81,2028452,11604.894148743198,74.6,65.1,0.022,0.913,0.127,0.118,Public,All Students,All Students,203,1,Hortonville High,Later Enrollment,In-State,4-Year
2583,2017-18,44783286.52,3859,81,2028452,11604.894148743198,74.6,65.1,0.022,0.913,0.127,0.118,Public,All Students,All Students,203,1,Hortonville High,Later Enrollment,Out-of-State,4-Year
2583,2017-18,44783286.52,3859,81,2028452,11604.894148743198,74.6,65.1,0.022,0.913,0.127,0.118,Public,All Students,All Students,203,10,Hortonville High,Second Fall,In-State,2-Year
2583,2017-18,44783286.52,3859,81,2028452,11604.894148743198,74.6,65.1,0.022,0.913,0.127,0.118,Public,All Students,All Students,203,2,Hortonville High,Second Fall,Multiple,4-Year
2583,2017-18,44783286.52,3859,81,2028452,11604.894148743198,74.6,65.1,0.022,0.913,0.127,0.118,Public,All Students,All Students,203,1,Hortonville High,Second Fall,Out-of-State,2-Year
2583,2017-18,44783286.52,3859,81,2028452,11604.894148743198,74.6,65.1,0.022,0.913,0.127,0.118,Public,All Students,All Students,203,1,Hortonville High,Second Fall,Out-of-State,4-Year
2604,2017-18,70338337.19,5666,72,1793412.22,12414.108222732086,72.5,49,0.023,0.889,0.119,0.15,Public,All Students,All Students,357,74,Bay Port High,First Fall,In-State,2-Year
2604,2017-18,70338337.19,5666,72,1793412.22,12414.108222732086,72.5,49,0.023,0.889,0.119,0.15,Public,All Students,All Students,357,120,Bay Port High,First Fall,In-State,4-Year
2604,2017-18,70338337.19,5666,72,1793412.22,12414.108222732086,72.5,49,0.023,0.889,0.119,0.15,Public,All Students,All Students,357,31,Bay Port High,First Fall,In-State,Multiple
2604,2017-18,70338337.19,5666,72,1793412.22,12414.108222732086,72.5,49,0.023,0.889,0.119,0.15,Public,All Students,All Students,357,3,Bay Port High,First Fall,Multiple,2-Year
2604,2017-18,70338337.19,5666,72,1793412.22,12414.108222732086,72.5,49,0.023,0.889,0.119,0.15,Public,All Students,All Students,357,7,Bay Port High,First Fall,Multiple,4-Year
2604,2017-18,70338337.19,5666,72,1793412.22,12414.108222732086,72.5,49,0.023,0.889,0.119,0.15,Public,All Students,All Students,357,5,Bay Port High,First Fall,Multiple,Multiple
2604,2017-18,70338337.19,5666,72,1793412.22,12414.108222732086,72.5,49,0.023,0.889,0.119,0.15,Public,All Students,All Students,357,5,Bay Port High,First Fall,Out-of-State,2-Year
2604,2017-18,70338337.19,5666,72,1793412.22,12414.108222732086,72.5,49,0.023,0.889,0.119,0.15,Public,All Students,All Students,357,30,Bay Port High,First Fall,Out-of-State,4-Year
2604,2017-18,70338337.19,5666,72,1793412.22,12414.108222732086,72.5,49,0.023,0.889,0.119,0.15,Public,All Students,All Students,357,3,Bay Port High,First Fall,Out-of-State,Multiple
2604,2017-18,70338337.19,5666,72,1793412.22,12414.108222732086,72.5,49,0.023,0.889,0.119,0.15,Public,All Students,All Students,357,15,Bay Port High,Later Enrollment,In-State,2-Year
2604,2017-18,70338337.19,5666,72,1793412.22,12414.108222732086,72.5,49,0.023,0.889,0.119,0.15,Public,All Students,All Students,357,2,Bay Port High,Later Enrollment,Out-of-State,2-Year
2604,2017-18,70338337.19,5666,72,1793412.22,12414.108222732086,72.5,49,0.023,0.889,0.119,0.15,Public,All Students,All Students,357,13,Bay Port High,Second Fall,In-State,2-Year
2604,2017-18,70338337.19,5666,72,1793412.22,12414.108222732086,72.5,49,0.023,0.889,0.119,0.15,Public,All Students,All Students,357,3,Bay Port High,Second Fall,In-State,4-Year
2604,2017-18,70338337.19,5666,72,1793412.22,12414.108222732086,72.5,49,0.023,0.889,0.119,0.15,Public,All Students,All Students,357,2,Bay Port High,Second Fall,Out-of-State,2-Year
2604,2017-18,70338337.19,5666,72,1793412.22,12414.108222732086,72.5,49,0.023,0.889,0.119,0.15,Public,All Students,All Students,357,1,Bay Port High,Second Fall,Out-of-State,4-Year
2605,2017-18,10836773.49,849,82.8,699830.27,12764.161943462897,80.5,73.6,0.003,0.938,0.13,0.137,Public,All Students,All Students,53,16,Howards Grove High,First Fall,In-State,2-Year
2605,2017-18,10836773.49,849,82.8,699830.27,12764.161943462897,80.5,73.6,0.003,0.938,0.13,0.137,Public,All Students,All Students,53,14,Howards Grove High,First Fall,In-State,4-Year
2605,2017-18,10836773.49,849,82.8,699830.27,12764.161943462897,80.5,73.6,0.003,0.938,0.13,0.137,Public,All Students,All Students,53,7,Howards Grove High,First Fall,In-State,Multiple
2605,2017-18,10836773.49,849,82.8,699830.27,12764.161943462897,80.5,73.6,0.003,0.938,0.13,0.137,Public,All Students,All Students,53,1,Howards Grove High,First Fall,Multiple,2-Year
2605,2017-18,10836773.49,849,82.8,699830.27,12764.161943462897,80.5,73.6,0.003,0.938,0.13,0.137,Public,All Students,All Students,53,2,Howards Grove High,First Fall,Multiple,Multiple
2605,2017-18,10836773.49,849,82.8,699830.27,12764.161943462897,80.5,73.6,0.003,0.938,0.13,0.137,Public,All Students,All Students,53,2,Howards Grove High,First Fall,Out-of-State,4-Year
2605,2017-18,10836773.49,849,82.8,699830.27,12764.161943462897,80.5,73.6,0.003,0.938,0.13,0.137,Public,All Students,All Students,53,1,Howards Grove High,Later Enrollment,In-State,2-Year
2605,2017-18,10836773.49,849,82.8,699830.27,12764.161943462897,80.5,73.6,0.003,0.938,0.13,0.137,Public,All Students,All Students,53,1,Howards Grove High,Second Fall,In-State,Multiple
2611,2017-18,77514021.94,5668,82.2,2022636,13675.727230063514,77.9,74.6,0.01,0.896,0.132,0.131,Public,All Students,All Students,342,24,Hudson High,First Fall,In-State,2-Year
2611,2017-18,77514021.94,5668,82.2,2022636,13675.727230063514,77.9,74.6,0.01,0.896,0.132,0.131,Public,All Students,All Students,342,96,Hudson High,First Fall,In-State,4-Year
2611,2017-18,77514021.94,5668,82.2,2022636,13675.727230063514,77.9,74.6,0.01,0.896,0.132,0.131,Public,All Students,All Students,342,13,Hudson High,First Fall,In-State,Multiple
2611,2017-18,77514021.94,5668,82.2,2022636,13675.727230063514,77.9,74.6,0.01,0.896,0.132,0.131,Public,All Students,All Students,342,1,Hudson High,First Fall,Multiple,2-Year
2611,2017-18,77514021.94,5668,82.2,2022636,13675.727230063514,77.9,74.6,0.01,0.896,0.132,0.131,Public,All Students,All Students,342,9,Hudson High,First Fall,Multiple,4-Year
2611,2017-18,77514021.94,5668,82.2,2022636,13675.727230063514,77.9,74.6,0.01,0.896,0.132,0.131,Public,All Students,All Students,342,13,Hudson High,First Fall,Multiple,Multiple
2611,2017-18,77514021.94,5668,82.2,2022636,13675.727230063514,77.9,74.6,0.01,0.896,0.132,0.131,Public,All Students,All Students,342,12,Hudson High,First Fall,Out-of-State,2-Year
